,suhu udara,kelembaban udara,suhu tanah,kelembaban tanah,cahaya,arus solar,arus aki,tegangan solar,tegangan aki,status
33179,32.4,51,32.09,202,49451,0.421,0.178,11.946,11.008,cerah siram
33180,31.21,55,34.98,202,60555,0.4,0.17,11.901,12.484,cerah siram
33181,31.95,60,35.28,202,55924,0.393,0.158,11.363,11.648,cerah siram
33182,31.7,56,34.38,204,49114,0.493,0.157,11.863,10.762,cerah siram
33183,31.71,53,33.74,196,58199,0.393,0.177,12.197,11.51,cerah siram
33184,30.62,58,31.69,202,49666,0.43,0.16,12.18,12.344,cerah siram
33185,30.48,56,32.21,198,50829,0.405,0.171,12.278,12.747,cerah siram
33186,31.12,60,30.44,197,52048,0.463,0.164,12.68,12.353,cerah siram
33187,31.23,59,34.49,200,60630,0.401,0.157,12.079,12.297,cerah siram
33188,30.46,53,34.1,195,54181,0.413,0.161,12.485,11.31,cerah siram
33189,31.32,58,33.89,201,46063,0.443,0.163,12.027,12.448,cerah siram
33190,31.38,51,30.74,196,52132,0.489,0.161,12.191,10.547,cerah siram
33191,30.75,59,35.18,195,53936,0.418,0.169,11.571,11.319,cerah siram
33192,31.56,60,33.09,200,57652,0.442,0.176,11.358,11.033,cerah siram
33193,30.84,51,31.13,199,46295,0.389,0.171,12.097,11.419,cerah siram
33194,30.82,60,33.65,197,50751,0.459,0.165,11.319,11.488,cerah siram
33195,30.92,50,34.66,204,47395,0.43,0.169,12.111,10.587,cerah siram
33196,30.38,55,33.74,200,52187,0.41,0.168,12.376,11.501,cerah siram
33197,31.19,59,32.77,200,52633,0.421,0.166,12.156,11.936,cerah siram
33198,31.8,57,32.06,195,46805,0.453,0.174,11.492,12.632,cerah siram
33199,30.85,55,31.2,197,57394,0.44,0.162,11.349,11.455,cerah siram
33200,31.13,59,30.49,205,51568,0.477,0.178,11.875,10.603,cerah siram
33201,31.98,52,35.2,205,51958,0.46,0.154,11.573,11.409,cerah siram
33202,31.81,56,34.38,195,49717,0.412,0.167,11.502,10.912,cerah siram
33203,30.37,52,30.77,203,60217,0.447,0.168,11.77,11.523,cerah siram
33204,32.04,50,33.42,201,53942,0.421,0.16,12.761,11.08,cerah siram
33205,31.82,56,31.12,205,55054,0.436,0.167,11.683,10.61,cerah siram
33206,30.45,53,31.59,200,60203,0.399,0.168,11.824,10.958,cerah siram
33207,31.2,59,31.49,195,59154,0.411,0.168,12.685,11.405,cerah siram
33208,31.12,50,34.33,195,54643,0.488,0.162,11.361,10.308,cerah siram
33209,30.81,55,35.35,198,53624,0.395,0.176,11.603,10.332,cerah siram
33210,32.29,54,32.37,203,49945,0.438,0.173,11.699,10.939,cerah siram
33211,31.87,59,32.44,203,61795,0.412,0.163,11.854,10.75,cerah siram
33212,31.5,60,32.94,198,54207,0.468,0.178,11.696,11.314,cerah siram
33213,30.85,53,31.68,205,61621,0.476,0.169,12.213,11.061,cerah siram
33214,31.72,51,32.57,200,52834,0.485,0.16,12.54,10.943,cerah siram
33215,32.27,59,35.27,201,58067,0.44,0.155,11.714,11.455,cerah siram
33216,31.56,58,33.67,205,61195,0.413,0.174,11.412,10.863,cerah siram
33217,30.38,52,34.24,203,57347,0.406,0.162,11.931,11.966,cerah siram
33218,32.08,50,32.39,200,59900,0.455,0.156,11.963,12.273,cerah siram
33219,32.03,51,32.26,204,47719,0.393,0.155,11.684,11.552,cerah siram
33220,30.64,60,30.97,197,45764,0.425,0.172,12.389,11.291,cerah siram
33221,31.16,56,33.12,204,54172,0.416,0.178,12.588,10.977,cerah siram
33222,30.86,50,30.52,196,48222,0.391,0.164,12.464,10.729,cerah siram
33223,30.39,52,34.37,195,46214,0.471,0.16,12.763,11.664,cerah siram
33224,32.39,52,32.88,203,56666,0.452,0.173,12.659,12.418,cerah siram
33225,32.13,57,33.63,196,51221,0.474,0.166,11.413,11.749,cerah siram
33226,31.14,58,35.32,205,61152,0.449,0.176,11.771,10.695,cerah siram
33227,31.73,60,33.68,202,52859,0.459,0.156,12.591,10.58,cerah siram
33228,32.49,52,35.5,203,49501,0.43,0.16,12.245,12.188,cerah siram
33229,31.37,59,33.77,204,56051,0.435,0.171,12.134,11.37,cerah siram
33230,30.23,50,33.34,197,51064,0.438,0.157,11.773,11.637,cerah siram
33231,30.99,54,30.64,204,55934,0.418,0.165,12.743,12.384,cerah siram
33232,30.67,57,32.64,203,51894,0.391,0.17,11.681,12.334,cerah siram
33233,30.79,50,30.41,196,52016,0.443,0.166,12.538,11.653,cerah siram
33234,30.31,57,30.23,197,46778,0.476,0.157,12.026,10.733,cerah siram
33235,31.35,59,34.74,199,51831,0.463,0.155,11.691,12.217,cerah siram
33236,30.61,51,32.65,204,57241,0.441,0.157,12.272,11.163,cerah siram
33237,30.67,59,33.17,205,58514,0.454,0.166,12.736,10.686,cerah siram
33238,30.88,55,30.1,204,45821,0.405,0.156,12.436,10.459,cerah siram
33239,30.35,57,31.62,197,52935,0.481,0.166,12.722,11.817,cerah siram
33240,32.2,58,34.61,199,57179,0.441,0.167,11.38,12.06,cerah siram
33241,31.72,56,33.33,199,46834,0.4,0.154,12.275,10.541,cerah siram
33242,30.81,55,30.42,205,48839,0.448,0.156,12.62,10.325,cerah siram
33243,30.27,54,35.25,196,55957,0.467,0.178,11.368,11.709,cerah siram
33244,31.45,51,34.61,203,56562,0.393,0.165,11.824,12.568,cerah siram
33245,31.98,57,30.56,203,46037,0.479,0.174,11.736,11.91,cerah siram
33246,31.01,54,35.04,202,51089,0.412,0.157,12.359,10.894,cerah siram
33247,30.51,55,32.18,196,56477,0.46,0.165,11.294,10.324,cerah siram
33248,32.37,56,32.3,200,55065,0.46,0.168,12.461,11.426,cerah siram
33249,32.14,55,31.89,195,48080,0.466,0.173,11.679,11.173,cerah siram
33250,30.98,58,34.09,203,56357,0.479,0.168,12.452,11.92,cerah siram
33251,31.92,54,30.49,195,60551,0.449,0.154,11.908,10.503,cerah siram
33252,31.95,59,30.0,204,60450,0.436,0.173,12.389,11.107,cerah siram
33253,31.77,60,35.11,203,53679,0.422,0.159,12.567,12.419,cerah siram
33254,32.13,54,34.65,196,55436,0.421,0.155,11.334,10.69,cerah siram
33255,30.96,56,35.28,198,55212,0.476,0.171,11.764,12.246,cerah siram
33256,32.49,57,31.3,204,59600,0.461,0.166,11.468,11.825,cerah siram
33257,31.63,52,31.73,200,45530,0.406,0.171,11.827,11.148,cerah siram
33258,32.16,53,32.23,202,59885,0.434,0.17,12.694,10.773,cerah siram
33259,31.59,55,35.38,202,45915,0.421,0.168,11.555,12.431,cerah siram
33260,31.72,56,31.84,199,52816,0.409,0.175,11.351,11.303,cerah siram
33261,32.44,59,31.62,196,62098,0.406,0.157,11.369,10.843,cerah siram
33262,30.42,59,31.21,202,52196,0.423,0.169,12.055,10.811,cerah siram
33263,31.98,50,34.93,200,47002,0.483,0.173,11.827,10.753,cerah siram
33264,31.7,52,34.61,196,54893,0.441,0.16,12.507,11.677,cerah siram
33265,30.38,53,34.78,204,58294,0.407,0.174,11.306,11.016,cerah siram
33266,30.5,56,33.55,201,56749,0.482,0.16,11.327,12.138,cerah siram
33267,32.26,50,32.27,203,60591,0.463,0.16,11.9,12.374,cerah siram
33268,31.54,52,32.07,198,55648,0.397,0.158,11.909,12.045,cerah siram
33269,31.74,57,30.25,196,54121,0.471,0.158,11.419,10.348,cerah siram
33270,31.63,59,31.72,197,55856,0.424,0.165,12.168,10.401,cerah siram
33271,31.03,55,30.11,197,47712,0.439,0.155,11.804,12.071,cerah siram
33272,30.2,60,32.04,199,54971,0.471,0.155,11.419,10.834,cerah siram
33273,32.16,52,34.45,205,55537,0.429,0.164,12.7,11.83,cerah siram
33274,31.36,58,35.15,198,51624,0.445,0.159,12.767,11.972,cerah siram
33275,31.78,58,32.12,199,52683,0.417,0.167,11.441,12.006,cerah siram
33276,32.0,58,30.15,197,47272,0.478,0.173,11.649,12.03,cerah siram
33277,30.24,56,30.74,200,48104,0.49,0.154,12.033,10.298,cerah siram
33278,31.34,54,33.5,205,62418,0.444,0.154,12.129,11.178,cerah siram
33279,32.38,59,34.7,195,54044,0.407,0.161,11.423,12.386,cerah siram
33280,30.36,57,30.17,196,48427,0.422,0.157,12.141,12.237,cerah siram
33281,31.76,56,32.8,196,55682,0.466,0.156,12.75,12.053,cerah siram
33282,31.79,52,34.59,201,57378,0.411,0.154,12.545,10.961,cerah siram
33283,32.12,50,32.49,199,56027,0.482,0.154,11.608,12.676,cerah siram
33284,30.82,50,32.27,205,46801,0.479,0.155,12.236,10.905,cerah siram
33285,31.1,51,32.96,205,54154,0.417,0.171,11.832,12.045,cerah siram
33286,30.99,59,32.68,202,60282,0.457,0.168,12.368,11.538,cerah siram
33287,30.96,53,30.32,203,60864,0.478,0.165,12.096,11.139,cerah siram
33288,32.11,59,34.88,205,46298,0.426,0.163,12.482,10.307,cerah siram
33289,31.86,52,33.16,195,46126,0.418,0.175,12.465,12.26,cerah siram
33290,31.0,57,34.24,203,48100,0.459,0.171,11.921,11.069,cerah siram
33291,31.57,55,32.89,197,59142,0.425,0.172,11.718,11.519,cerah siram
33292,30.52,59,32.24,201,58241,0.446,0.163,12.312,10.651,cerah siram
33293,32.18,57,32.32,201,60199,0.457,0.171,12.227,12.669,cerah siram
33294,31.51,50,31.7,204,45699,0.484,0.161,12.644,12.56,cerah siram
33295,31.87,55,34.58,195,53666,0.401,0.159,12.254,11.648,cerah siram
33296,31.16,50,34.24,199,45230,0.433,0.172,11.447,12.513,cerah siram
33297,31.67,58,34.42,198,46896,0.469,0.174,11.611,12.089,cerah siram
33298,30.64,55,35.06,195,59251,0.454,0.164,11.617,11.4,cerah siram
33299,31.04,56,33.82,195,50919,0.454,0.156,12.484,11.625,cerah siram
33300,30.54,52,32.24,198,53148,0.399,0.168,11.959,10.7,cerah siram
33301,30.88,50,33.33,202,60572,0.418,0.163,11.965,11.684,cerah siram
33302,30.5,60,34.27,200,62149,0.464,0.162,12.787,12.781,cerah siram
33303,31.42,53,30.75,204,49856,0.469,0.16,12.069,11.327,cerah siram
33304,31.32,60,30.78,202,60915,0.492,0.16,11.493,11.339,cerah siram
33305,30.5,50,31.75,195,59397,0.449,0.165,11.69,12.452,cerah siram
33306,31.94,58,33.13,201,49688,0.462,0.165,11.351,10.381,cerah siram
33307,31.23,59,34.4,202,55246,0.429,0.176,11.842,12.603,cerah siram
33308,31.36,57,30.23,198,60831,0.465,0.165,11.827,10.935,cerah siram
33309,30.88,57,32.44,196,46746,0.389,0.174,11.357,12.711,cerah siram
33310,32.45,57,30.6,205,60180,0.488,0.178,11.365,12.769,cerah siram
33311,31.64,51,31.76,202,54808,0.403,0.169,12.607,11.39,cerah siram
33312,32.17,58,32.29,202,58410,0.474,0.172,11.487,10.68,cerah siram
33313,31.49,57,33.04,204,59192,0.412,0.17,11.669,11.154,cerah siram
33314,30.28,51,33.15,202,60028,0.484,0.161,11.835,11.173,cerah siram
33315,30.34,53,35.06,200,53881,0.393,0.178,11.66,10.542,cerah siram
33316,30.26,52,33.22,201,53787,0.485,0.16,12.705,11.691,cerah siram
33317,31.85,56,34.52,204,61823,0.39,0.159,11.949,11.032,cerah siram
33318,31.36,56,35.25,204,57895,0.444,0.165,11.413,12.688,cerah siram
33319,32.08,55,31.21,198,53256,0.445,0.174,12.016,11.716,cerah siram
33320,30.66,57,32.74,202,57939,0.459,0.155,12.416,11.424,cerah siram
33321,31.3,53,32.1,200,55722,0.428,0.177,12.246,12.243,cerah siram
33322,30.59,55,32.03,202,49500,0.415,0.165,11.714,10.481,cerah siram
33323,30.79,57,31.56,203,61984,0.391,0.177,11.837,11.225,cerah siram
33324,31.74,55,31.4,197,56602,0.405,0.167,12.514,10.38,cerah siram
33325,31.22,57,33.33,197,48107,0.436,0.156,12.434,11.366,cerah siram
33326,30.44,60,30.25,199,49440,0.465,0.155,11.732,11.655,cerah siram
33327,30.97,53,33.24,195,62385,0.423,0.165,12.6,10.364,cerah siram
33328,32.43,51,34.41,203,49545,0.46,0.16,11.586,11.145,cerah siram
33329,31.12,53,31.18,197,55810,0.391,0.163,11.919,10.571,cerah siram
33330,31.67,53,34.86,203,52941,0.422,0.164,12.314,10.882,cerah siram
33331,30.27,56,30.85,205,60073,0.48,0.157,12.645,12.384,cerah siram
33332,30.95,56,30.53,198,52493,0.39,0.176,12.034,11.029,cerah siram
33333,32.4,54,33.48,199,50390,0.453,0.156,12.24,11.599,cerah siram
33334,30.84,60,30.51,203,58005,0.42,0.155,12.254,11.662,cerah siram
33335,30.99,55,31.25,197,52674,0.411,0.158,11.88,11.972,cerah siram
33336,31.34,54,30.9,199,51838,0.463,0.159,11.944,10.63,cerah siram
33337,30.71,51,32.19,195,52883,0.488,0.174,11.973,10.593,cerah siram
33338,31.74,53,32.83,200,54669,0.461,0.17,11.401,12.063,cerah siram
33339,32.1,50,34.71,204,51634,0.433,0.163,12.611,11.116,cerah siram
33340,31.33,55,33.34,200,60544,0.45,0.162,12.283,12.212,cerah siram
33341,31.73,52,31.93,201,61206,0.413,0.154,12.664,12.452,cerah siram
33342,31.46,55,30.41,197,52566,0.482,0.172,11.602,11.417,cerah siram
33343,30.36,50,32.61,195,48217,0.399,0.154,11.291,12.343,cerah siram
33344,31.14,51,32.62,197,46347,0.435,0.176,12.481,12.589,cerah siram
33345,30.84,59,31.8,196,48919,0.447,0.166,12.205,10.465,cerah siram
33346,32.15,51,34.47,201,45490,0.423,0.178,12.172,12.208,cerah siram
33347,31.71,53,34.99,198,52644,0.422,0.167,12.057,11.863,cerah siram
33348,31.07,58,34.32,205,51346,0.446,0.173,12.414,12.727,cerah siram
33349,30.81,59,33.7,198,53711,0.399,0.174,12.583,11.715,cerah siram
33350,32.38,51,32.61,197,61383,0.396,0.157,12.411,12.337,cerah siram
33351,31.88,60,30.51,196,45766,0.476,0.156,11.689,11.029,cerah siram
33352,31.01,55,35.06,204,49003,0.469,0.167,12.025,12.486,cerah siram
33353,30.22,54,34.33,197,49464,0.491,0.177,12.031,10.279,cerah siram
33354,31.34,57,30.19,203,55459,0.431,0.168,12.654,10.739,cerah siram
33355,31.07,51,35.28,198,56007,0.424,0.169,12.784,11.655,cerah siram
33356,30.51,57,34.21,197,51162,0.406,0.171,11.612,11.459,cerah siram
33357,30.55,50,32.86,202,45789,0.468,0.159,11.552,10.507,cerah siram
33358,30.26,51,30.27,199,59698,0.41,0.177,11.821,12.099,cerah siram
33359,32.26,58,31.87,205,59053,0.467,0.166,11.681,12.48,cerah siram
33360,31.05,50,35.01,195,53122,0.41,0.175,12.503,12.183,cerah siram
33361,30.52,54,33.06,201,53093,0.475,0.166,11.607,11.185,cerah siram
33362,30.38,53,33.13,198,62173,0.427,0.154,12.444,10.712,cerah siram
33363,31.34,53,32.3,204,60496,0.441,0.174,11.92,12.19,cerah siram
33364,31.43,53,34.33,198,57592,0.389,0.177,12.544,11.258,cerah siram
33365,30.61,58,35.02,203,48386,0.485,0.162,12.767,11.323,cerah siram
33366,31.09,52,32.2,195,56201,0.456,0.173,12.162,10.712,cerah siram
33367,30.4,56,33.8,199,54237,0.451,0.159,11.324,12.158,cerah siram
33368,31.62,54,35.48,198,58905,0.427,0.156,12.749,12.365,cerah siram
33369,32.12,50,32.35,203,50880,0.466,0.174,11.872,12.473,cerah siram
33370,31.59,55,32.33,203,54551,0.459,0.16,11.794,11.187,cerah siram
33371,31.43,59,31.75,197,56235,0.411,0.155,12.525,10.446,cerah siram
33372,30.46,56,33.05,197,59075,0.438,0.174,11.563,11.415,cerah siram
33373,32.09,51,33.69,201,53795,0.398,0.154,12.275,10.514,cerah siram
33374,32.27,51,34.07,203,55778,0.44,0.165,11.382,11.147,cerah siram
33375,32.44,60,34.35,196,61110,0.487,0.156,12.513,12.54,cerah siram
33376,30.53,51,30.5,204,56046,0.416,0.162,12.238,12.704,cerah siram
33377,31.35,53,31.27,205,53469,0.48,0.161,11.321,11.632,cerah siram
33378,32.44,58,34.56,197,53595,0.463,0.16,12.681,10.391,cerah siram
33379,31.93,50,31.1,201,47910,0.431,0.17,11.616,10.678,cerah siram
33380,32.04,59,34.06,202,50918,0.447,0.171,12.295,10.299,cerah siram
33381,30.35,56,33.24,198,50178,0.407,0.172,11.546,11.931,cerah siram
33382,30.33,56,32.56,199,51224,0.412,0.158,11.554,11.339,cerah siram
33383,31.05,54,34.82,198,49015,0.455,0.167,12.155,12.694,cerah siram
33384,32.37,58,34.61,197,53721,0.438,0.16,12.389,11.23,cerah siram
33385,31.31,52,32.53,201,46832,0.487,0.156,12.102,11.996,cerah siram
33386,32.48,50,32.05,200,45824,0.431,0.178,11.862,11.008,cerah siram
33387,31.27,54,30.31,203,58787,0.454,0.177,12.686,10.919,cerah siram
33388,31.2,53,35.2,204,47102,0.466,0.167,12.51,11.948,cerah siram
33389,31.92,50,31.17,198,55600,0.41,0.177,11.58,10.835,cerah siram
33390,31.58,56,32.35,204,54129,0.395,0.159,11.391,11.018,cerah siram
33391,30.42,55,33.2,195,58204,0.484,0.177,11.891,11.887,cerah siram
33392,31.64,56,30.57,205,57165,0.402,0.173,11.868,11.248,cerah siram
33393,31.31,54,32.61,200,48860,0.453,0.168,11.777,12.781,cerah siram
33394,31.84,56,35.14,197,61629,0.446,0.165,11.372,10.721,cerah siram
33395,32.41,52,34.64,198,46386,0.435,0.167,11.763,11.559,cerah siram
33396,30.86,60,31.66,205,60744,0.389,0.169,11.861,12.06,cerah siram
33397,32.5,50,34.79,195,55272,0.399,0.173,11.56,10.629,cerah siram
33398,31.94,58,30.89,202,53817,0.39,0.163,12.352,12.751,cerah siram
33399,31.91,54,35.09,196,46678,0.403,0.159,12.615,11.135,cerah siram
33400,31.31,59,31.56,199,60986,0.449,0.164,11.287,10.708,cerah siram
33401,31.69,60,35.25,201,52971,0.409,0.162,12.641,11.849,cerah siram
33402,30.24,57,30.94,197,53308,0.475,0.157,12.522,11.382,cerah siram
33403,32.05,52,34.23,200,54876,0.462,0.158,11.406,12.384,cerah siram
33404,32.42,58,33.24,201,57007,0.413,0.167,12.377,11.555,cerah siram
33405,30.37,52,33.15,196,45522,0.482,0.155,11.278,12.29,cerah siram
33406,31.06,53,30.13,199,46082,0.451,0.163,12.571,12.667,cerah siram
33407,31.66,50,32.98,202,46018,0.436,0.167,11.412,10.738,cerah siram
33408,32.38,53,32.95,200,53982,0.467,0.157,12.714,12.131,cerah siram
33409,32.19,57,35.25,203,46696,0.437,0.165,11.573,11.607,cerah siram
33410,30.34,55,31.34,196,55952,0.41,0.162,11.532,12.33,cerah siram
33411,30.58,51,31.58,196,54477,0.473,0.161,11.861,10.938,cerah siram
33412,31.82,53,30.3,198,59301,0.475,0.16,11.581,11.622,cerah siram
33413,32.07,59,35.46,201,56983,0.469,0.158,12.073,10.512,cerah siram
33414,31.5,56,33.38,195,52227,0.453,0.161,11.821,11.083,cerah siram
33415,31.46,53,32.9,196,61875,0.446,0.164,11.319,10.581,cerah siram
33416,30.93,56,34.62,201,62181,0.493,0.16,11.827,12.396,cerah siram
33417,31.34,56,31.49,199,46072,0.428,0.166,12.625,10.808,cerah siram
33418,30.83,55,31.5,197,51855,0.487,0.16,12.411,11.473,cerah siram
33419,31.22,50,34.23,201,52696,0.424,0.166,12.421,10.406,cerah siram
33420,30.47,55,30.4,200,53601,0.472,0.155,11.83,11.028,cerah siram
33421,31.49,52,33.28,205,47826,0.461,0.154,11.862,11.778,cerah siram
33422,32.0,54,34.84,198,60374,0.401,0.16,12.006,10.477,cerah siram
33423,30.62,51,32.47,197,58654,0.461,0.172,11.521,12.222,cerah siram
33424,30.76,54,32.5,196,59746,0.455,0.174,12.32,11.637,cerah siram
33425,32.48,55,34.42,199,55703,0.435,0.172,12.005,11.685,cerah siram
33426,30.3,53,30.17,204,59987,0.447,0.163,11.597,11.741,cerah siram
33427,31.61,56,32.64,201,59220,0.443,0.169,11.85,10.68,cerah siram
33428,31.43,52,32.75,205,57416,0.465,0.174,12.359,10.84,cerah siram
33429,31.18,59,35.22,205,60830,0.491,0.159,11.599,12.418,cerah siram
33430,31.63,52,34.58,203,45920,0.423,0.178,12.388,11.707,cerah siram
33431,31.79,56,33.2,200,60899,0.402,0.173,11.579,12.656,cerah siram
33432,30.4,50,34.65,203,47548,0.474,0.156,11.576,11.862,cerah siram
33433,31.51,53,31.99,200,54286,0.418,0.178,12.743,10.347,cerah siram
33434,30.87,55,33.79,197,55167,0.486,0.17,11.698,11.706,cerah siram
33435,32.28,58,31.02,205,52477,0.492,0.164,11.875,11.349,cerah siram
33436,32.41,58,34.7,196,56095,0.485,0.157,12.273,10.638,cerah siram
33437,30.76,57,31.21,196,56261,0.426,0.169,12.773,12.415,cerah siram
33438,30.3,58,30.8,199,56503,0.45,0.169,11.406,11.893,cerah siram
33439,31.18,52,34.55,198,48545,0.49,0.161,11.361,12.022,cerah siram
33440,32.06,56,32.88,202,48383,0.466,0.154,11.716,11.086,cerah siram
33441,31.18,53,32.32,198,61037,0.41,0.17,11.481,12.423,cerah siram
33442,31.97,51,34.7,203,50707,0.425,0.161,12.341,11.499,cerah siram
33443,31.17,50,31.83,201,61157,0.418,0.173,12.265,12.359,cerah siram
33444,30.83,58,34.08,203,56293,0.401,0.155,11.427,10.871,cerah siram
33445,32.44,57,31.85,202,60688,0.461,0.169,12.277,10.931,cerah siram
33446,31.66,58,31.75,205,59647,0.468,0.169,11.733,11.928,cerah siram
33447,31.64,50,32.1,199,56223,0.45,0.157,12.013,10.523,cerah siram
33448,31.36,50,31.85,201,60448,0.432,0.157,11.543,11.562,cerah siram
33449,31.79,60,31.25,195,50856,0.389,0.157,12.611,11.428,cerah siram
33450,30.38,51,31.93,197,47669,0.42,0.169,12.544,10.463,cerah siram
33451,32.06,55,32.13,200,57925,0.458,0.166,12.538,10.283,cerah siram
33452,32.03,60,35.43,200,62309,0.433,0.171,11.93,12.132,cerah siram
33453,30.84,51,31.27,202,59683,0.466,0.16,11.683,12.108,cerah siram
33454,30.56,54,30.86,200,58862,0.413,0.159,12.264,11.167,cerah siram
33455,30.74,55,33.03,203,55498,0.432,0.162,11.391,11.25,cerah siram
33456,32.23,51,31.02,196,47273,0.44,0.167,12.125,10.956,cerah siram
33457,32.0,54,31.29,204,56979,0.428,0.154,11.715,11.871,cerah siram
33458,31.17,51,33.18,196,46065,0.451,0.163,11.612,11.171,cerah siram
33459,31.69,54,33.95,196,48957,0.452,0.17,11.989,11.711,cerah siram
33460,31.8,55,34.86,203,53441,0.413,0.156,12.023,10.4,cerah siram
33461,31.22,54,31.38,203,50736,0.49,0.178,12.326,10.447,cerah siram
33462,30.37,52,32.12,200,51352,0.44,0.167,11.297,10.544,cerah siram
33463,30.32,59,33.15,196,62169,0.49,0.172,12.638,11.264,cerah siram
33464,31.11,58,33.4,199,45720,0.465,0.168,12.705,12.493,cerah siram
33465,31.61,54,35.22,205,60560,0.431,0.17,11.899,12.784,cerah siram
33466,32.21,50,32.49,204,57677,0.394,0.168,11.699,11.371,cerah siram
33467,32.49,54,33.67,204,49286,0.464,0.16,11.478,12.299,cerah siram
33468,31.03,55,32.39,195,60656,0.433,0.163,11.59,10.823,cerah siram
33469,30.28,58,31.33,202,59747,0.489,0.171,12.214,11.427,cerah siram
33470,31.11,53,32.84,195,56375,0.441,0.155,11.439,11.739,cerah siram
33471,31.55,52,33.94,205,49187,0.415,0.154,11.746,11.033,cerah siram
33472,30.97,56,33.73,198,51128,0.431,0.156,11.955,11.964,cerah siram
33473,31.46,59,34.79,203,47284,0.427,0.17,12.458,11.888,cerah siram
33474,31.38,60,31.82,201,47461,0.488,0.16,11.977,12.592,cerah siram
33475,32.03,56,32.34,204,59773,0.479,0.173,11.376,10.864,cerah siram
33476,31.63,53,31.43,204,55871,0.49,0.166,11.575,11.875,cerah siram
33477,31.23,56,30.89,196,57891,0.389,0.161,12.755,10.432,cerah siram
33478,30.37,56,35.31,201,61384,0.394,0.164,12.663,12.729,cerah siram
33479,32.37,60,33.73,205,58678,0.415,0.155,11.454,11.436,cerah siram
33480,31.16,54,31.02,196,54633,0.41,0.174,11.79,11.171,cerah siram
33481,31.5,53,30.07,197,47840,0.43,0.165,11.881,12.173,cerah siram
33482,30.76,53,30.76,198,53054,0.407,0.157,11.592,10.576,cerah siram
33483,30.22,53,33.3,201,58516,0.477,0.167,11.534,10.968,cerah siram
33484,31.46,59,31.51,197,46418,0.439,0.162,12.461,10.418,cerah siram
33485,31.86,56,35.35,197,47348,0.479,0.165,11.739,10.285,cerah siram
33486,30.88,53,31.64,197,55712,0.421,0.167,11.532,12.153,cerah siram
33487,32.25,57,33.7,205,61528,0.454,0.166,11.489,12.288,cerah siram
33488,31.5,58,33.75,203,49772,0.481,0.173,12.417,11.114,cerah siram
33489,31.3,60,33.86,202,46612,0.447,0.178,12.737,10.557,cerah siram
